sentence_length,punctuation_1,punctuation_2,punctuation_3,punctuation_4,punctuation_5,punctuation_6,punctuation_7,punctuation_8,punctuation_9,punctuation_10,punctuation_11,punctuation_12,punctuation_13,punctuation_14,punctuation_15,punctuation_16,punctuation_17,punctuation_18,punctuation_19,punctuation_20,punctuation_21,punctuation_22,punctuation_23,punctuation_24,punctuation_25,punctuation_26,punctuation_27,punctuation_28,punctuation_29,punctuation_30,punctuation_31,punctuation_32,pos_tag_CC,pos_tag_CD,pos_tag_DT,pos_tag_EX,pos_tag_FW,pos_tag_IN,pos_tag_JJ,pos_tag_JJR,pos_tag_JJS,pos_tag_LS,pos_tag_MD,pos_tag_NN,pos_tag_NNS,pos_tag_NNP,pos_tag_NNPS,pos_tag_PDT,pos_tag_POS,pos_tag_PRP,pos_tag_PRP$,pos_tag_RB,pos_tag_RBR,pos_tag_RBS,pos_tag_RP,pos_tag_SYM,pos_tag_TO,pos_tag_UH,pos_tag_VB,pos_tag_VBD,pos_tag_VBG,pos_tag_VBN,pos_tag_VBP,pos_tag_VBZ,pos_tag_WDT,pos_tag_WP,pos_tag_WP$,pos_tag_WRB,function_word_i,function_word_me,function_word_my,function_word_myself,function_word_we,function_word_our,function_word_ours,function_word_ourselves,function_word_you,function_word_your,function_word_yours,function_word_yourself,function_word_yourselves,function_word_he,function_word_him,function_word_his,function_word_himself,function_word_she,function_word_her,function_word_hers,function_word_herself,function_word_it,function_word_its,function_word_itself,function_word_they,function_word_them,function_word_their,function_word_theirs,function_word_themselves,function_word_what,function_word_which,function_word_who,function_word_whom,function_word_this,function_word_that,function_word_these,function_word_those,function_word_am,function_word_is,function_word_are,function_word_was,function_word_were,function_word_be,function_word_been,function_word_being,function_word_have,function_word_has,function_word_had,function_word_having,function_word_do,function_word_does,function_word_did,function_word_doing,function_word_a,function_word_an,function_word_the,function_word_and,function_word_but,function_word_if,function_word_or,function_word_because,function_word_as,function_word_until,function_word_while,function_word_of,function_word_at,function_word_by,function_word_for,function_word_with,function_word_about,function_word_against,function_word_between,function_word_into,function_word_through,function_word_during,function_word_before,function_word_after,function_word_above,function_word_below,function_word_to,function_word_from,function_word_up,function_word_down,function_word_in,function_word_out,function_word_on,function_word_off,function_word_over,function_word_under,function_word_again,function_word_further,function_word_then,function_word_once,function_word_here,function_word_there,function_word_when,function_word_where,function_word_why,function_word_how,function_word_all,function_word_any,function_word_both,function_word_each,function_word_few,function_word_more,function_word_most,function_word_other,function_word_some,function_word_such,function_word_no,function_word_nor,function_word_not,function_word_only,function_word_own,function_word_same,function_word_so,function_word_than,function_word_too,function_word_very,function_word_s,function_word_t,function_word_can,function_word_will,function_word_just,function_word_don,function_word_should,function_word_now,ngram_transition_num_nodes,ngram_transition_num_edges,ngram_transition_avg_degree,ngram_transition_density,type_token_ratio,passive_to_active_ratio,gender_prediction,double_spaces,Label
0.9382716049382716,1,1,0.9788359788359788,1,1,1,1,1,1,1,1,1,0.9259259259259259,1,1,1,1,1,1,1,1,1,0.8888888888888888,1,1,1,1,1,1,0.962962962962963,1,0.798941798941799,0.9741532976827094,0.9683600713012478,0.9474153297682709,0.9955436720142603,0.9848484848484849,0.9732620320855615,0.9906417112299465,1,1,1,0.9968805704099821,0.964349376114082,0.9679144385026738,0.9590017825311943,1,1,1,0.9861853832442068,0.9955436720142603,0.9518716577540107,1,1,1,1,0.9924242424242424,1,0.9910873440285205,0.9772727272727273,0.9955436720142603,0.9772727272727273,0.9759358288770054,0.981729055258467,1,1,1,0.9924242424242424,1,0.9791666666666666,0.9583333333333334,1,0.9791666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9940476190476191,1,1,1,1,1,1,1,1,1,1,1,0.9732142857142857,0.9791666666666666,1,1,1,0.9940476190476191,0.9255952380952381,1,1,0.9851190476190477,0.9791666666666666,1,0.9583333333333334,0.9791666666666666,1,1,1,1,1,1,0.9255952380952381,0.9791666666666666,0.9255952380952381,0.9642857142857143,0.9791666666666666,1,1,1,0.9791666666666666,1,1,0.9851190476190477,1,0.9791666666666666,1,0.9375,1,1,1,0.9523809523809523,1,1,1,1,1,1,0.9791666666666666,0.9523809523809523,0.9791666666666666,1,0.9732142857142857,1,0.9791666666666666,1,0.9523809523809523,1,1,1,1,1,1,0.9583333333333334,1,0.9791666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9732142857142857,1,1,1,1,1,1,1,1,1,0.9732142857142857,1,0,0,0.9730718085106382,0.9865359042553191,0.8917112299465241,1,1,1,1
0.9339544513457557,1,0.9166666666666666,0.985632183908046,1,1,1,1,1,0.9310344827586207,0.9655172413793104,1,1,0.9597701149425287,1,1,0.9166666666666666,1,1,1,1,1,1,0.735632183908046,1,1,1,1,0.896551724137931,1,0.9310344827586207,1,0.8706896551724138,0.9968431277319086,1,0.9419621175327829,1,1,0.9278776104905294,0.9813016027197669,1,1,1,0.971830985915493,0.9844584749878582,0.9859154929577465,0.9669742593491987,1,1,0.9827586206896551,0.9842156386595434,0.971830985915493,0.9873725109276348,1,1,1,1,0.9936862554638174,1,0.9844584749878582,1,0.9936862554638174,0.9827586206896551,0.9953861097620204,0.9764448761534725,1,1,1,0.9749878581835842,1,0.9565217391304348,1,1,1,1,1,1,0.9130434782608696,1,1,1,1,1,1,1,1,0.9545454545454546,0.9545454545454546,1,1,0.9565217391304348,1,1,1,1,1,1,1,1,1,1,1,0.9130434782608696,1,1,1,1,0.9980237154150198,1,1,1,1,1,1,1,1,1,1,0.9545454545454546,1,1,1,1,1,0.9150197628458498,0.9980237154150198,1,1,1,1,1,1,1,1,1,1,1,0.9565217391304348,1,1,1,1,1,1,1,1,1,1,0.9960474308300395,0.9565217391304348,1,1,0.9545454545454546,1,1,0.9565217391304348,1,1,1,1,0.9130434782608696,1,1,1,0.9545454545454546,1,0.9545454545454546,0.9565217391304348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9545454545454546,1,1,1,0.9565217391304348,0.9545454545454546,1,1,1,1,1,1,1,1,0,0,0.9928137092316198,0.9964068546158098,0.9188926663428849,1,0,0,0
0.9501262626262625,1,1,0.989769820971867,1,1,1,1,1,1,1,1,1,0.9130434782608696,1,1,1,1,0.9565217391304348,1,1,1,1,0.8209718670076727,1,1,1,1,0.9411764705882353,0.9565217391304348,0.9411764705882353,1,0.8874680306905371,0.9929511278195489,0.9863721804511278,0.9708646616541353,1,1,0.9976503759398496,0.9990601503759399,0.9985902255639098,1,1,0.9924812030075187,0.9572368421052632,0.9854323308270677,0.9572368421052632,0.9910714285714286,1,0.9985902255639098,0.9304511278195489,0.9910714285714286,0.9266917293233082,0.9924812030075187,1,0.9924812030075187,1,0.9703947368421053,1,0.9779135338345865,0.9906015037593985,0.9788533834586466,0.993890977443609,0.9967105263157895,0.9614661654135338,1,0.9910714285714286,1,0.9985902255639098,1,1,0.9782608695652174,1,0.9782608695652174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9094861660079051,1,1,0.9964426877470356,1,1,1,1,0.9782608695652174,1,1,1,1,1,1,1,1,0.9347826086956522,1,1,1,0.9636363636363636,1,1,1,1,0.9818181818181818,1,0.9964426877470356,1,0.9818181818181818,0.9818181818181818,0.9454545454545454,1,0.9604743083003953,0.9924901185770751,0.974703557312253,1,1,0.9782608695652174,1,1,0.9818181818181818,0.9964426877470356,0.9818181818181818,1,0.9964426877470356,1,1,1,1,1,1,1,1,1,1,1,0.9276679841897233,1,0.9454545454545454,0.9818181818181818,0.9928853754940712,1,0.9818181818181818,1,1,1,1,1,0.9636363636363636,1,0.9964426877470356,0.9818181818181818,0.9782608695652174,1,0.9818181818181818,1,1,1,1,1,1,0.9636363636363636,1,1,0.9636363636363636,1,1,1,0.9964426877470356,1,1,0.9818181818181818,0.9818181818181818,1,1,0.9636363636363636,1,1,1,1,0.9964426877470356,1,1,0.974703557312253,0,0,0.9969853574504737,0.9984926787252368,0.912124060150376,1,1,0,0
0.8982142857142857,1,0.9333333333333333,0.9550724637681159,1,1,1,0.9782608695652174,1,1,0.9550724637681159,1,1,1,1,1,0.9333333333333333,1,1,1,1,1,1,0.9768115942028985,1,1,1,1,0.9797101449275363,0.5434782608695652,0.8217391304347825,1,0.9260869565217391,0.9785542420755309,0.9873417721518988,0.9994769327335495,1,1,0.9883879066847997,0.9819018725808139,1,1,1,0.9829480071137148,0.9940370331624647,0.9679882832932315,0.9868187048854483,1,1,0.9917355371900827,0.9862956376189977,0.9702897792656136,0.9850402761795167,1,1,0.9961293022282666,1,0.9956062349618161,0.9917355371900827,0.9658960142274297,0.9917355371900827,0.9702897792656136,0.9912124699236322,0.9431948948634794,0.9635945182550476,0.9746835443037974,0.9873417721518988,1,0.9873417721518988,0.9666666666666667,1,0.9411764705882353,1,1,1,1,1,0.9333333333333333,0.9666666666666667,1,1,1,1,1,1,1,1,1,1,1,0.9627450980392157,1,1,0.9666666666666667,1,0.9705882352941176,1,1,1,1,0.9705882352941176,1,1,0.9411764705882353,1,1,1,0.9745098039215686,0.9705882352941176,1,1,0.996078431372549,1,1,0.9921568627450981,1,1,1,0.9705882352941176,0.9705882352941176,1,1,0.9705882352941176,1,0.9,0.9411764705882353,0.996078431372549,1,0.9666666666666667,1,1,1,1,1,0.9666666666666667,0.9666666666666667,0.9705882352941176,0.9333333333333333,1,1,1,1,1,1,1,1,1,1,0.996078431372549,1,0.9627450980392157,1,0.996078431372549,1,0.9666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9666666666666667,1,1,1,0.996078431372549,1,0.996078431372549,1,1,1,1,1,1,0.9666666666666667,0.9411764705882353,1,0,0,0.9559420289855074,0.9955148741418764,0.7105345747463124,1,1,0,0
0.9501700680272109,1,0.980426272292301,0.9103958242714224,1,0.7520661157024793,1,0.8347107438016529,1,1,0.9865158764680295,1,1,0.9008264462809917,1,1,0.980426272292301,1,1,1,1,1,1,0.8751631143975642,1,1,1,1,0.8503697259678121,0.9834710743801653,0.955632883862549,1,0.9051761635493694,0.9976720500509239,0.936796158882584,0.9815218972792085,0.9977011494252873,1,0.9475774770842427,0.977040593627237,0.993103448275862,1,1,0.9821475338280227,0.9642077695329551,0.9959406372762986,0.8879528590135312,1,1,0.9977011494252873,0.9504728648334061,0.9942383238760366,0.9976429506765605,0.9971337116252,1,0.9977011494252873,1,0.9844463844027354,0.9873417721518988,0.9619962170813328,0.9781172704786847,0.9890440855521606,0.9942383238760366,0.9890440855521606,0.9896697221009748,0.9879092099519861,0.991939473301324,1,0.9982685872253747,1,0.9792410714285714,0.9921875,1,0.9506696428571428,0.9714285714285714,1,1,0.9921875,1,1,1,1,1,1,1,1,1,1,1,1,0.9727678571428572,0.984375,1,0.9921875,1,1,1,1,0.984375,0.9792410714285714,0.9857142857142858,1,0.9428571428571428,0.9959821428571428,1,1,0.984375,0.9830357142857142,0.9921875,1,0.9857142857142858,0.9921875,1,0.9857142857142858,0.9921875,0.984375,0.9857142857142858,1,0.9857142857142858,1,1,1,0.9883928571428572,0.984375,0.9439732142857142,0.9805803571428572,0.9908482142857142,0.9714285714285714,0.96875,0.9921875,0.9857142857142858,1,1,0.9649553571428572,0.9870535714285714,1,0.96875,0.9830357142857142,0.9935267857142858,1,1,1,1,1,1,1,1,1,0.9832589285714286,1,0.9921875,0.9921875,0.9649553571428572,0.9857142857142858,0.9986607142857142,1,1,0.9857142857142858,0.9921875,1,0.984375,0.9921875,0.9921875,0.9935267857142858,0.9921875,1,1,0.9935267857142858,0.9921875,0.9935267857142858,1,1,1,0.9453125,1,1,0.9921875,1,0.9921875,1,0.984375,0.9935267857142858,0.9921875,0.984375,0.9921875,0.9765625,1,1,1,1,0.9921875,0.9921875,0.9714285714285714,1,1,0.9921875,0,0,0.9707528244113612,0.9962459774230717,0.7980794412920122,1,1,1,0
0.9535256410256411,1,0.8888888888888888,0.9206349206349207,1,1,1,1,1,1,0.9047619047619048,1,1,0.9841269841269842,1,1,0.8888888888888888,1,1,1,1,1,1,0.9126984126984127,1,1,1,1,0.9603174603174603,1,0.8809523809523809,1,0.9444444444444444,0.9941463414634146,0.9947967479674796,0.9827642276422764,0.9866666666666667,1,0.9343089430894309,0.9310569105691057,0.983739837398374,0.983739837398374,1,0.9866666666666667,0.9551219512195122,0.9726829268292683,0.9391869918699187,0.9866666666666667,1,1,0.9557723577235773,0.983739837398374,0.9801626016260163,1,1,1,1,0.9970731707317073,1,0.9814634146341463,0.967479674796748,0.975609756097561,0.9895934959349594,0.9710569105691057,0.9860162601626016,1,0.9947967479674796,1,1,1,0.9591836734693877,0.9795918367346939,1,0.9565217391304348,1,1,1,0.9795918367346939,1,1,1,1,1,1,1,1,1,1,1,1,0.9210292812777285,1,1,1,1,1,1,1,1,1,1,1,1,0.9538598047914818,1,0.9795918367346939,1,1,0.9565217391304348,1,0.9795918367346939,1,1,1,0.9565217391304348,0.9591836734693877,1,1,0.9795918367346939,1,1,1,0.974267968056788,0.9565217391304348,0.9822537710736469,0.9822537710736469,0.9795918367346939,1,1,1,0.9795918367346939,1,1,0.976929902395741,0.976929902395741,1,1,0.9795918367346939,1,1,1,1,1,1,1,0.9795918367346939,1,1,0.997338065661047,1,1,1,0.997338065661047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9795918367346939,0.9795918367346939,1,0.9795918367346939,1,1,1,1,1,1,1,0.9795918367346939,1,0.9565217391304348,1,1,1,1,1,0.9795918367346939,1,1,1,0,0,0.9886377086045686,0.9943188543022843,0.9613008130081301,1,1,0,0
0.7863636363636364,1,1,0.6964285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1,1,1,1,1,1,0.8125,1,0.9910714285714286,0.9987745098039216,0.9607843137254902,0.9748774509803921,0.9908088235294118,1,0.9761029411764706,0.985906862745098,1,0.9895833333333334,1,0.9908088235294118,0.9473039215686274,0.9754901960784313,0.9908088235294118,1,1,0.9895833333333334,0.9767156862745098,0.9908088235294118,0.9840686274509804,1,1,0.9895833333333334,1,0.96875,1,0.9975490196078431,0.9895833333333334,0.9883578431372549,0.96875,0.9975490196078431,0.9987745098039216,1,0.9791666666666666,1,1,1,1,1,1,1,1,1,1,1,0.9761904761904762,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0.9523809523809523,0.9761904761904762,1,1,1,1.0,0.9047619047619048,1,0.9761904761904762,0.9761904761904762,0.9761904761904762,1,0.9761904761904762,1,1,1,1,1,1,1,0.9761904761904762,1,0.9761904761904762,0.9523809523809523,0.9761904761904762,1,1,1,1,1,1,0.9523809523809523,0.9761904761904762,1,1,1,1,1,1,0.9761904761904762,1,1,1,1,1,1,0.9285714285714286,0.9523809523809523,0.9761904761904762,1,0.9761904761904762,1,0.9761904761904762,1,0.9523809523809523,1,1,1,1,1,1,0.9523809523809523,1,1,1,1,0.9761904761904762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9761904761904762,1,1,1,1,1,1,1,1,1,0.9761904761904762,1,0,0,0.9791859389454209,0.9895929694727105,0.9068627450980392,1,1,1,1
0.6498299319727892,1,0.9854388036206219,0.9216843762298308,1,0.7520661157024793,1,0.8347107438016529,1,1,0.9338842975206612,1,1,0.996064541519087,1,1,0.9854388036206219,1,1,1,1,1,1,0.699724517906336,1,1,1,1,0.9917355371900827,0.9834710743801653,0.9606454151908698,1,0.7823691460055097,0.9717064544650752,0.9241379310344827,0.9805481874447391,0.9977011494252873,1,0.9590185676392573,0.9901856763925729,0.993103448275862,1,1,0.9926171529619805,0.9880636604774535,0.9827144120247568,0.8817860300618922,1,0.9935897435897436,0.9830680813439434,0.9557471264367816,0.9812555260831123,0.9713527851458886,0.9908045977011495,1,0.9977011494252873,1,0.9648099027409373,1,0.9804155614500442,0.9839080459770115,0.9886383731211318,0.9748452696728559,0.9694076038903625,0.9909372236958444,0.9995137046861184,0.9981874447391689,1,0.9954022988505747,1,0.9921875,0.9698378164556962,1,0.9951542721518988,1,1,1,0.9921875,1,1,1,1,1,1,1,1,1,1,1,1,0.9649920886075949,0.984375,1,0.9921875,1,0.9873417721518988,1,1,0.9970332278481012,0.9951542721518988,1,1,0.9873417721518988,0.953125,1,1,0.9970332278481012,0.9940664556962026,0.9951542721518988,1,1,0.9951542721518988,0.9746835443037974,1,0.9698378164556962,0.9970332278481012,1,0.9873417721518988,1,1,1,1,0.9932753164556962,0.984375,0.9943631329113924,0.9601463607594937,0.9981210443037974,1,0.96875,0.9921875,1,1,1,0.9698378164556962,0.9903085443037974,1,0.9932753164556962,0.96875,0.9921875,1,1,1,1,1,1,1,1,1,0.9534216772151899,1,0.9921875,0.9921875,0.9951542721518988,0.9873417721518988,0.9970332278481012,1,0.9873417721518988,1,0.9921875,1,0.984375,0.9921875,0.9921875,0.9921875,0.9921875,1,1,0.9921875,0.9698378164556962,0.9921875,1,1,1,0.9453125,1,1,0.9921875,1,0.9921875,1,0.9970332278481012,0.9921875,0.9921875,0.984375,0.9921875,0.9765625,0.9873417721518988,0.9873417721518988,1,1,0.9921875,0.9921875,1,1,1,0.9921875,0,0,0.9705819426615321,0.9961605365481573,0.8279398762157382,1,1,1,0
0.7877331002331002,1,1,0.9456521739130435,1,1,1,1,1,1,1,1,1,0.9130434782608696,1,1,1,1,0.9565217391304348,1,1,1,1,0.9094202898550725,1,1,1,1,1,0.9565217391304348,0.9166666666666666,1,0.7644927536231884,0.9785350472956585,0.9580402619451855,0.9334222653407713,1,1,0.9311181178753335,0.9957555178268251,0.9913897647344166,1,1,0.9924812030075187,0.9753820033955858,0.9860538442881397,0.9569488236720834,1,1,0.9924812030075187,0.973077855930148,0.9838709677419355,0.9163230657288383,0.9924812030075187,1,0.9913897647344166,1,0.9849624060150376,0.9838709677419355,0.9774436090225564,0.9483385884065001,0.9860538442881397,0.9989085617268979,0.9699248120300752,0.9849624060150376,0.967741935483871,0.9838709677419355,1,0.9924812030075187,1,1,0.96,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9781818181818182,1,1,0.9818181818181818,1,1,1,1,1,0.92,1,0.96,0.96,1,1,1,1,1,1,0.88,1,0.9636363636363636,0.96,1,1,1,0.9781818181818182,1,0.9818181818181818,1,0.9818181818181818,0.9818181818181818,0.9454545454545454,1,0.9090909090909091,0.9672727272727273,0.9818181818181818,1,1,1,0.92,1,0.9818181818181818,0.9818181818181818,0.9818181818181818,1,0.9781818181818182,0.88,1,1,1,1,1,1,1,1,1,1,0.9636363636363636,1,0.9454545454545454,0.9818181818181818,0.9963636363636363,0.96,0.9818181818181818,1,1,1,1,1,0.9636363636363636,1,0.9818181818181818,0.9818181818181818,1,1,0.9818181818181818,1,1,1,1,1,1,0.9636363636363636,1,1,0.9636363636363636,1,1,1,0.9818181818181818,1,1,0.9818181818181818,0.9818181818181818,0.96,1,0.9636363636363636,1,1,1,1,0.9818181818181818,1,1,0.9818181818181818,0,0,0.9810211173483026,0.9905105586741513,0.9637399951491632,1,1,0,0
0.7735431235431236,1,1,0.9345238095238095,1,1,1,1,1,1,0.9047619047619048,1,1,0.9047619047619048,1,1,1,1,1,1,1,1,1,0.9821428571428572,1,1,1,1,0.9047619047619048,1,0.8601190476190477,1,0.7708333333333333,0.9941666666666666,0.9866666666666667,0.96625,0.9970833333333333,1,0.94625,0.9795833333333334,1,0.9895833333333334,1,0.9970833333333333,0.9891666666666666,0.93,0.9170833333333334,0.9866666666666667,1,0.9895833333333334,0.9908333333333333,0.9895833333333334,0.9908333333333333,1,1,0.9895833333333334,1,0.9820833333333333,1,0.985,0.9895833333333334,0.96875,0.9954166666666666,0.9883333333333333,0.9941666666666666,1,0.9925,1,1,1,1,1,1,0.9565217391304348,1,1,1,1,0.9761904761904762,1,1,1,1,1,1,1,1,1,1,1,0.9958592132505176,1,1,1,1,1,1,1,1,1,1,1,1,0.9368530020703933,1,1,1,0.9523809523809523,0.9565217391304348,1,0.9761904761904762,0.9761904761904762,0.9761904761904762,1,0.9803312629399585,1,1,1,1,1,1,1,0.984472049689441,0.9565217391304348,0.9720496894409938,0.9565217391304348,0.9761904761904762,1,1,1,1,1,1,0.94824016563147,0.9803312629399585,1,1,1,1,1,1,0.9761904761904762,1,1,1,1,1,1,0.9720496894409938,1,0.9761904761904762,1,0.9803312629399585,1,0.9761904761904762,1,1,1,1,1,1,1,1,0.9523809523809523,1,1,1,1,0.9761904761904762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9761904761904762,1,0.9565217391304348,1,1,1,1,1,1,1,0.9761904761904762,1,0,0,0.9935701163502757,0.9967850581751377,0.9633333333333334,1,1,0,0
